Index,Text,Label,File_Name,P_Beach,P_City,P_Culture,P_Nature,P_Snow
259,"As a tourist in Petra, Jordan, I am captivated by the ancient city's sheer beauty and awe-inspiring architecture. Beyond the sweeping desert landscape, Petra is home to the famed Treasury, a striking facade intricately carved into the rock. The Siq, a narrow gorge leading into Petra's center, also impresses with its dramatic cliffs and winding path. Exploring Petra's streets, tombs, and temples feels like a journey back in time. I am humbled by the former Nabatean capital's remarkable history and ingenuity, revealing the enduring strength and creativity of the human spirit. My experience in Petra will undoubtedly leave an indelible impression for years to come.",Culture,Petra Jordan  ,0.000043,0.001553,0.998253,0.000112,0.000039
260,"Polonnaruwa is a historic city located in the North Central province of Sri Lanka. As a tourist, you will be amazed by the ancient structures, intricate carvings, and beautiful landscapes. The city has many UNESCO World Heritage sites, such as the Gal Vihara, which houses four beautifully carved Buddha statues. You will also be delighted by the well-preserved ruins of the Royal Palace, audience halls, and temples, which showcase the city's rich cultural heritage. The calm waters of the Parakrama Samudra reservoir and lush green forests surrounding the city provide excellent opportunities for picture-perfect moments and serene nature walks.",Culture,Polonnaruwa Sri Lanka  ,0.000004,0.000166,0.999811,0.000017,0.000001
261,"Puri is a vibrant coastal city located in the eastern Indian state of Odisha. The city is famous for its splendid beaches, ancient Hindu temples, and mouth-watering seafood. Its golden sand beaches, such as Puri Beach, provide a perfect spot for sunbathing or relaxing. The most famous temple in Puri is the Jagannath Temple, which is devoted to Lord Jagannath, an incarnation of Lord Vishnu. The city also offers other attractions like the famous Sun Temple at Konark, the colorful Grand Road, and the bustling local markets. Puri is a must-visit destination for anyone looking for a delightful amalgamation of history, culture, and natural beauty.",Culture,Puri India  ,0.000058,0.000073,0.999866,0.000002,0
262,"Pushkar is a charming and spiritual town located in the Indian state of Rajasthan. The town is situated around a holy lake and is known for its numerous Hindu temples and ghats. Pushkar is a popular destination among tourists for its serene and calming atmosphere, colorful streets, bustling bazaars, and vibrant festivals. It is an important pilgrimage site as it houses the only temple dedicated to Lord Brahma, the creator of the universe. The town is also famous for its colorful camel fair that attracts people from all over the world. The place offers a wonderful mix of spirituality, culture, and heritage, making it a must-visit destination in India.",Culture,Pushkar India  ,0.000007,0.000001,0.99999,0.000001,0.000001
263,"Qom is a holy city located in Iran that boasts a fascinating history, stunning architecture, and vibrant culture. As a tourist, you are sure to be impressed by the imposing shrine of Fatima Masumeh at the city's center, which draws thousands of faithful visitors from around the world every year. The bustling bazaars are a paradise for shoppers, with endless opportunities to stock up on unique souvenirs and handicrafts. The city is a hub of learning, with several well-regarded madrasas and universities offering excellent education programs. Overall, Qom is a captivating destination for anyone interested in exploring Iran's rich cultural heritage.",Culture,Qom Iran  ,0.000005,0.000113,0.999856,0.000015,0.000011
264,"Rameshwaram is a beautiful city located in the southernmost Indian state of Tamil Nadu. It is a divine destination for tourists who want to witness the cultural and religious heritage of India. The city is famous for its historic temple of Lord Rama, which is a significant pilgrimage site for Hindus. The scenic beauty of the city and its beautiful temples, including Jama Masjid, the Pamban Bridge, and the pristine beaches like Dhanushkodi and Agnitheertham make it an ideal tourist spot. The city also offers a taste of authentic Tamil cuisine, including delicious seafood dishes. Rameshwaram is a must-visit destination for those seeking a spiritual and peaceful travel experience.",Culture,Rameshwaram India  ,0.000002,0.000051,0.999946,0.000001,0
265,"Rila Monastery, located in the Rila Mountains southwest of Sofia, is a strikingly beautiful and historic Bulgarian Orthodox monastery. As a tourist, you'll be captivated by the monastery's unique 10th-century architectural design, adorned with colorful frescoes and elaborate wood carvings. The stunning mountain backdrop and lush gardens surrounding the monastery provide a serene and tranquil atmosphere. You can explore the on-site museum, housing a collection of religious artifacts and treasures, and visit the tomb of the monastery's founder, St. Ivan Rilski. Rila Monastery is a must-see destination on any Bulgarian itinerary.",Culture,Rila Monastery Bulgaria  ,0.000002,0.000018,0.999966,0.000008,0.000006
266,"Rishikesh, located in the Himalayan foothills, is a serene and spiritual city that offers a unique experience for tourists. Known as the ""Yoga Capital of the World,"" it offers a range of yoga and meditation classes. The city's famous suspension bridge, the Laxman Jhula, towers over the Ganges River and offers spectacular views of the surrounding mountains. Visitors can also explore the numerous ashrams, temples, and shrines. Adventure seekers can take part in white-water rafting, bungee jumping, and hiking. Overall, the city's vibrant culture, stunning natural beauty, and spiritual atmosphere make it a must-visit destination for all types of travelers.",Culture,Rishikesh India  ,0.000017,0.000344,0.999291,0.000342,0.000006
267,"Rome is a stunning city, filled with breathtaking architecture, rich history, and delicious cuisine. The sheer scale of the ancient ruins and structures is awe-inspiring, and it's easy to see why it's known as one of the world's most beautiful cities. The Colosseum, the Roman Forum, and the Pantheon are just a few of the must-see destinations. The streets are alive with the hustle and bustle of locals and tourists alike, and the food is divine. Rome's narrow cobblestone streets are perfect for getting lost in, while the city's public transportation makes it easy to navigate. Overall, it's a city that will leave you spellbound and longing to return.",Culture,Rome Italy  ,0.000007,0.000273,0.999709,0.000007,0.000004
268,"Sabarimala is a small town located high in the hills of the Western Ghats in the Indian state of Kerala. It is renowned as a major pilgrimage site for Hindus, with thousands of devotees visiting the Sabarimala temple every year. The journey up to the temple is a breathtaking experience, with a steep climb through lush forests and picturesque mountain scenery. The temple is dedicated to Lord Ayyappa, and the atmosphere around the temple is serene and spiritual, making it a must-visit attraction for tourists seeking a taste of Hindu culture and religion. The town also offers plenty of small shops selling souvenirs and local cuisine.",Culture,Sabarimala India  ,0.000001,0,0.999994,0,0.000005
